placa,timestamp,peaje_id,es_vi
YBK-845,2024-01-20 17:31:22,P08,0
ZCM-924,2024-01-20 18:01:19,P03,0
ZCM-924,2024-01-20 18:38:19,P07,0
ZCM-924,2024-01-20 19:20:19,P08,0
ZCM-924,2024-01-20 20:18:19,P05,0
ZCM-924,2024-01-20 21:20:19,P06,0
UNE-670,2024-01-21 16:03:38,P03,0
UNE-670,2024-01-21 16:46:38,P09,0
UNE-670,2024-01-21 17:42:38,P10,0
BFU-112,2024-01-21 19:18:39,P01,0
BFU-112,2024-01-21 20:15:39,P02,0
BFU-112,2024-01-21 20:52:39,P03,0
DAH-023,2024-01-21 21:43:30,P03,0
BFU-112,2024-01-21 21:47:39,P07,0
DAH-023,2024-01-21 22:22:30,P09,0
VGC-193,2024-01-21 22:44:18,P01,0
DAH-023,2024-01-21 23:26:30,P10,0
VGC-193,2024-01-21 23:30:18,P02,0
VGC-193,2024-01-22 00:17:18,P03,0
VGC-193,2024-01-22 01:04:18,P07,0
VGC-193,2024-01-22 01:48:18,P08,0
VGC-193,2024-01-22 02:26:18,P05,0
VGC-193,2024-01-22 03:09:18,P06,0
BZY-289,2024-01-22 03:47:02,P01,0
BZY-289,2024-01-22 04:22:02,P02,0
BZY-289,2024-01-22 05:14:02,P03,0
BZY-289,2024-01-22 06:08:02,P07,0
XYX-556,2024-01-22 08:46:04,P04,0
DAH-023,2024-01-22 08:52:37,P04,0
DAH-023,2024-01-22 09:30:37,P05,0
XYX-556,2024-01-22 09:47:04,P05,0
DAH-023,2024-01-22 10:22:37,P06,0
XYX-556,2024-01-22 10:29:04,P06,0
DAH-023,2024-01-22 11:02:37,P08,0
XYX-556,2024-01-22 11:32:04,P08,0
BGU-102,2024-01-22 12:46:11,P04,0
CVA-712,2024-01-22 13:07:43,P04,0
BGU-102,2024-01-22 13:32:11,P05,0
CVA-712,2024-01-22 13:59:43,P05,0
BGU-102,2024-01-22 14:29:11,P06,0
CVA-712,2024-01-22 14:44:43,P06,0
BGU-102,2024-01-22 15:20:11,P08,0
CVA-712,2024-01-22 15:25:43,P08,0
YYT-395,2024-01-22 17:39:31,P01,0
YYT-395,2024-01-22 18:30:31,P02,0
YYT-395,2024-01-22 19:25:31,P03,0
YYT-395,2024-01-22 20:09:31,P07,0
YYT-395,2024-01-22 20:48:31,P08,0
YYT-395,2024-01-22 21:26:31,P05,0
YYT-395,2024-01-22 22:06:31,P06,0
FHW-282,2024-01-23 01:27:19,P03,0
FHW-282,2024-01-23 02:14:19,P09,0
YTN-018,2024-01-23 02:15:11,P04,0
YTN-018,2024-01-23 02:55:11,P07,0
FHW-282,2024-01-23 02:58:19,P10,0
YTN-018,2024-01-23 03:46:11,P09,0
ZPG-899,2024-01-23 06:34:37,P04,0
SJD-030,2024-01-23 06:39:01,P04,0
GWR-746,2024-01-23 06:52:34,P04,1
ZPG-899,2024-01-23 07:09:37,P07,0
SJD-030,2024-01-23 07:20:01,P07,0
GWR-746,2024-01-23 07:46:34,P07,1
ZPG-899,2024-01-23 08:03:37,P09,0
SJD-030,2024-01-23 08:05:01,P09,0
GWR-746,2024-01-23 08:45:34,P09,1
YZE-002,2024-01-23 15:03:46,P01,0
YBK-845,2024-01-23 15:14:36,P01,0
KGJ-687,2024-01-23 15:15:27,P01,0
DPS-768,2024-01-23 15:33:08,P01,1
YZE-002,2024-01-23 15:52:46,P02,0
YBK-845,2024-01-23 16:08:36,P02,0
KGJ-687,2024-01-23 16:16:27,P02,0
DPS-768,2024-01-23 16:19:08,P02,1
XZJ-409,2024-01-23 16:29:15,P01,0
YZE-002,2024-01-23 16:49:46,P03,0
DPS-768,2024-01-23 16:58:08,P03,1
XZJ-409,2024-01-23 17:04:15,P02,0
YBK-845,2024-01-23 17:04:36,P03,0
KGJ-687,2024-01-23 17:12:27,P03,0
DPS-768,2024-01-23 17:39:08,P07,1
UGH-086,2024-01-23 17:45:24,P03,0
YZE-002,2024-01-23 17:52:46,P07,0
YBK-845,2024-01-23 18:00:36,P07,0
XZJ-409,2024-01-23 18:01:15,P03,0
KGJ-687,2024-01-23 18:03:27,P07,0
UGH-086,2024-01-23 18:26:24,P09,0
XZJ-409,2024-01-23 18:43:15,P07,0
UGH-086,2024-01-23 19:12:24,P10,0
NVG-033,2024-01-24 02:43:33,P04,0
GAA-883,2024-01-24 02:59:34,P04,0
JGU-381,2024-01-24 02:59:53,P04,1
DZL-705,2024-01-24 03:13:48,P04,0
EZG-362,2024-01-24 03:19:58,P04,0
NVG-033,2024-01-24 03:25:33,P07,0
GAA-883,2024-01-24 03:55:34,P07,0
JGU-381,2024-01-24 04:01:53,P07,1
NVG-033,2024-01-24 04:07:33,P09,0
EZG-362,2024-01-24 04:11:58,P07,0
DZL-705,2024-01-24 04:12:48,P07,0
GAA-883,2024-01-24 04:40:34,P09,0
JGU-381,2024-01-24 04:51:53,P09,1
DZL-705,2024-01-24 05:00:48,P09,0
EZG-362,2024-01-24 05:10:58,P09,0
LED-223,2024-01-24 07:12:28,P04,0
LED-223,2024-01-24 08:10:28,P05,0
LED-223,2024-01-24 09:08:28,P06,0
LED-223,2024-01-24 09:52:28,P08,0
PPL-334,2024-01-24 10:05:53,P04,0
PPL-334,2024-01-24 10:43:53,P05,0
CAX-650,2024-01-24 10:48:30,P04,0
URJ-004,2024-01-24 11:08:40,P01,0
PPL-334,2024-01-24 11:35:53,P06,0
CAX-650,2024-01-24 11:41:30,P07,0
URJ-004,2024-01-24 11:52:40,P02,0
PPL-334,2024-01-24 12:16:53,P08,0
CAX-650,2024-01-24 12:19:30,P09,0
URJ-004,2024-01-24 12:34:40,P03,0
URJ-004,2024-01-24 13:15:40,P07,0
URJ-004,2024-01-24 13:56:40,P08,0
URJ-004,2024-01-24 14:36:40,P05,0
URJ-004,2024-01-24 15:31:40,P06,0
SVD-110,2024-01-24 18:34:08,P03,0
SVD-110,2024-01-24 19:21:08,P09,0
SVD-110,2024-01-24 20:09:08,P10,0
URJ-004,2024-01-25 00:43:18,P03,0
URJ-004,2024-01-25 01:33:18,P09,0
URJ-004,2024-01-25 02:31:18,P10,0
VAE-376,2024-01-25 03:01:44,P04,0
VAE-376,2024-01-25 03:53:44,P07,0
VAE-376,2024-01-25 04:44:44,P09,0
CJT-038,2024-01-25 09:42:22,P01,0
CJT-038,2024-01-25 10:17:22,P02,0
CJT-038,2024-01-25 10:55:22,P03,0
CJT-038,2024-01-25 11:32:22,P07,0
CJT-038,2024-01-25 12:27:13,P01,0
THA-856,2024-01-25 13:02:19,P01,0
CJT-038,2024-01-25 13:15:13,P02,0
CJT-038,2024-01-25 14:03:13,P03,0
THA-856,2024-01-25 14:05:19,P02,0
CJT-038,2024-01-25 14:41:13,P07,0
THA-856,2024-01-25 14:52:19,P03,0
RYJ-300,2024-01-25 15:38:05,P01,0
THA-856,2024-01-25 15:44:19,P07,0
RYJ-300,2024-01-25 16:29:05,P02,0
RYJ-300,2024-01-25 17:06:05,P03,0
RYJ-300,2024-01-25 17:53:05,P07,0
YPE-034,2024-01-25 20:41:31,P07,0
HYH-842,2024-01-25 20:43:05,P03,0
HYH-842,2024-01-25 21:26:05,P09,0
YPE-034,2024-01-25 21:28:31,P08,0
HYH-842,2024-01-25 22:10:05,P10,0
RAT-061,2024-01-25 22:12:28,P07,0
RAT-061,2024-01-25 23:14:28,P08,0
JEA-297,2024-01-26 07:14:47,P01,0
VER-819,2024-01-26 07:17:48,P03,0
HDB-559,2024-01-26 07:19:27,P01,1
JEA-297,2024-01-26 08:03:47,P02,0
HDB-559,2024-01-26 08:11:27,P02,1
VER-819,2024-01-26 08:15:48,P09,0
KJU-914,2024-01-26 08:18:41,P01,0
JEA-297,2024-01-26 08:49:47,P03,0
KJU-914,2024-01-26 08:54:41,P02,0
VER-819,2024-01-26 09:07:48,P10,0
HDB-559,2024-01-26 09:10:27,P03,1
JEA-297,2024-01-26 09:53:47,P07,0
HDB-559,2024-01-26 09:54:27,P07,1
WXD-468,2024-01-26 09:54:50,P01,0
KJU-914,2024-01-26 09:56:41,P03,0
WXD-468,2024-01-26 10:41:50,P02,0
KJU-914,2024-01-26 10:43:41,P07,0
WXD-468,2024-01-26 11:20:50,P03,0
WXD-468,2024-01-26 11:55:50,P07,0
HCY-417,2024-01-26 11:56:25,P01,1
YBK-845,2024-01-26 12:01:47,P01,0
HCY-417,2024-01-26 12:39:25,P02,1
YBK-845,2024-01-26 12:41:47,P02,0
WXD-468,2024-01-26 12:53:50,P08,0
YBK-845,2024-01-26 13:17:47,P03,0
WXD-468,2024-01-26 13:39:50,P05,0
HCY-417,2024-01-26 13:41:25,P03,1
YBK-845,2024-01-26 13:58:47,P07,0
HCY-417,2024-01-26 14:22:25,P07,1
WXD-468,2024-01-26 14:24:50,P06,0
YBK-845,2024-01-26 14:50:47,P08,0
HCY-417,2024-01-26 15:05:25,P08,1
HCY-417,2024-01-26 15:47:25,P05,1
YBK-845,2024-01-26 15:51:47,P05,0
YBK-845,2024-01-26 16:27:47,P06,0
HCY-417,2024-01-26 16:33:25,P06,1
JFS-233,2024-01-26 19:13:00,P04,0
JFS-233,2024-01-26 20:11:00,P05,0
RCP-031,2024-01-26 20:17:22,P07,1
EDB-399,2024-01-26 20:46:45,P03,0
JFS-233,2024-01-26 21:05:00,P06,0
RCP-031,2024-01-26 21:13:22,P08,1
EDB-399,2024-01-26 21:32:45,P09,0
JFS-233,2024-01-26 21:44:00,P08,0
EDB-399,2024-01-26 22:20:45,P10,0
RSX-428,2024-01-27 04:43:49,P01,0
RSX-428,2024-01-27 05:22:49,P02,0
RSX-428,2024-01-27 06:08:49,P03,0
LJB-220,2024-01-27 06:11:33,P01,0
RSX-428,2024-01-27 07:07:49,P07,0
LJB-220,2024-01-27 07:10:33,P02,0
LJB-220,2024-01-27 08:04:33,P03,0
LJB-220,2024-01-27 08:56:33,P07,0
LJB-220,2024-01-27 09:41:33,P08,0
LJB-220,2024-01-27 10:42:33,P05,0
LJB-220,2024-01-27 11:25:33,P06,0
XTG-038,2024-01-27 15:55:07,P04,0
XTG-038,2024-01-27 16:45:07,P05,0
XTG-038,2024-01-27 17:39:07,P06,0
XTG-038,2024-01-27 18:32:07,P08,0
NND-007,2024-01-27 22:47:56,P04,0
NND-007,2024-01-27 23:39:56,P05,0
YNV-038,2024-01-27 23:50:14,P04,0
NND-007,2024-01-28 00:15:56,P06,0
YNV-038,2024-01-28 00:51:14,P07,0
NND-007,2024-01-28 01:08:56,P08,0
PEC-618,2024-01-28 01:32:57,P01,0
YNV-038,2024-01-28 01:47:14,P09,0
PEC-618,2024-01-28 02:20:57,P02,0
PEC-618,2024-01-28 03:07:57,P03,0
KMT-567,2024-01-28 03:35:04,P04,0
PEC-618,2024-01-28 03:46:57,P07,0
KMT-567,2024-01-28 04:11:04,P07,0
PEC-618,2024-01-28 04:26:57,P08,0
KMT-567,2024-01-28 04:50:04,P09,0
PEC-618,2024-01-28 05:24:57,P05,0
PEC-618,2024-01-28 06:00:57,P06,0
BNF-480,2024-01-28 09:11:25,P01,0
BNF-480,2024-01-28 10:14:25,P02,0
BNF-480,2024-01-28 10:49:25,P03,0
BNF-480,2024-01-28 11:43:25,P07,0
BNF-480,2024-01-28 12:23:25,P08,0
BNF-480,2024-01-28 13:26:25,P05,0
BNF-480,2024-01-28 14:15:25,P06,0
BTW-712,2024-01-28 16:41:59,P01,0
BTW-712,2024-01-28 17:36:59,P02,0
XJK-384,2024-01-28 17:44:00,P07,0
XJK-384,2024-01-28 18:20:00,P08,0
BTW-712,2024-01-28 18:29:59,P03,0
BTW-712,2024-01-28 19:30:59,P07,0
TFV-817,2024-01-28 21:16:49,P01,0
TFV-817,2024-01-28 21:58:49,P02,0
AEZ-995,2024-01-28 22:36:05,P04,0
TFV-817,2024-01-28 22:39:49,P03,0
PSP-261,2024-01-28 22:46:42,P04,0
AEZ-995,2024-01-28 23:19:05,P07,0
TFV-817,2024-01-28 23:37:49,P07,0
PSP-261,2024-01-28 23:42:42,P07,0
AEZ-995,2024-01-29 00:17:05,P09,0
TFV-817,2024-01-29 00:23:49,P08,0
PSP-261,2024-01-29 00:40:42,P09,0
CVA-712,2024-01-29 01:02:32,P01,0
TFV-817,2024-01-29 01:16:49,P05,0
CVA-712,2024-01-29 01:45:32,P02,0
TFV-817,2024-01-29 01:57:49,P06,0
CVA-712,2024-01-29 02:42:32,P03,0
CVA-712,2024-01-29 03:23:32,P07,0
FNW-267,2024-01-29 07:24:00,P01,0
FNW-267,2024-01-29 08:00:00,P02,0
FNW-267,2024-01-29 08:40:00,P03,0
FNW-267,2024-01-29 09:28:00,P07,0
VFF-262,2024-01-29 10:11:58,P07,0
VFF-262,2024-01-29 11:10:58,P08,0
CZH-584,2024-01-29 12:53:16,P01,0
CZH-584,2024-01-29 13:29:16,P02,0
SHF-747,2024-01-29 13:44:25,P04,0
SHF-747,2024-01-29 14:19:25,P07,0
CZH-584,2024-01-29 14:26:16,P03,0
SHF-747,2024-01-29 15:07:25,P09,0
CZH-584,2024-01-29 15:26:16,P07,0
CZH-584,2024-01-29 16:01:16,P08,0
CZH-584,2024-01-29 16:51:16,P05,0
CZH-584,2024-01-29 17:48:16,P06,0
GAN-627,2024-01-29 21:29:49,P01,0
GAN-627,2024-01-29 22:22:49,P02,0
GAN-627,2024-01-29 23:22:49,P03,0
GAN-627,2024-01-30 00:12:49,P07,0
ZZS-573,2024-01-30 00:35:43,P01,0
GAN-627,2024-01-30 01:07:49,P08,0
ZZS-573,2024-01-30 01:13:43,P02,0
GAN-627,2024-01-30 02:03:49,P05,0
ZZS-573,2024-01-30 02:10:43,P03,0
KVT-439,2024-01-30 02:26:39,P03,0
BZY-289,2024-01-30 02:43:39,P07,0
ZZS-573,2024-01-30 02:59:43,P07,0
GAN-627,2024-01-30 03:01:49,P06,0
KVT-439,2024-01-30 03:23:39,P09,0
BZY-289,2024-01-30 03:44:39,P08,0
KVT-439,2024-01-30 04:20:39,P10,0
URJ-004,2024-01-30 04:43:40,P01,0
URJ-004,2024-01-30 05:42:40,P02,0
URJ-004,2024-01-30 06:44:40,P03,0
URJ-004,2024-01-30 07:40:40,P07,0
SHF-747,2024-01-30 17:55:15,P01,0
SHF-747,2024-01-30 18:53:15,P02,0
HYH-842,2024-01-30 18:54:57,P07,0
GNX-996,2024-01-30 19:25:08,P03,0
HYH-842,2024-01-30 19:53:57,P08,0
SHF-747,2024-01-30 19:54:15,P03,0
NKU-776,2024-01-30 20:18:02,P01,0
GNX-996,2024-01-30 20:27:08,P09,0
SHF-747,2024-01-30 20:57:15,P07,0
GNX-996,2024-01-30 21:09:08,P10,0
NKU-776,2024-01-30 21:12:02,P02,0
NKU-776,2024-01-30 21:49:02,P03,0
SHF-747,2024-01-30 21:50:15,P08,0
NKU-776,2024-01-30 22:28:02,P07,0
SHF-747,2024-01-30 22:30:15,P05,0
NKU-776,2024-01-30 23:11:02,P08,0
SHF-747,2024-01-30 23:29:15,P06,0
NKU-776,2024-01-31 00:14:02,P05,0
AAV-420,2024-01-31 00:28:46,P04,0
NKU-776,2024-01-31 00:54:02,P06,0
AAV-420,2024-01-31 01:31:46,P05,0
SDL-768,2024-01-31 01:47:55,P03,0
AAV-420,2024-01-31 02:14:46,P06,0
SDL-768,2024-01-31 02:22:55,P09,0
AAV-420,2024-01-31 02:58:46,P08,0
SDL-768,2024-01-31 03:19:55,P10,0
ZPG-899,2024-01-31 06:02:45,P04,0
JFS-233,2024-01-31 06:09:10,P01,0
WMG-120,2024-01-31 06:10:35,P07,0
ECM-752,2024-01-31 06:22:13,P04,0
VZL-743,2024-01-31 06:28:25,P04,1
JFS-233,2024-01-31 06:55:10,P02,0
ZPG-899,2024-01-31 06:59:45,P05,0
ECM-752,2024-01-31 07:02:13,P05,0
WMG-120,2024-01-31 07:13:35,P08,0
VZL-743,2024-01-31 07:16:25,P05,1
CVA-712,2024-01-31 07:33:42,P07,0
ECM-752,2024-01-31 07:37:13,P06,0
ZPG-899,2024-01-31 07:43:45,P06,0
JFS-233,2024-01-31 07:46:10,P03,0
VZL-743,2024-01-31 08:06:25,P06,1
ECM-752,2024-01-31 08:16:13,P08,0
ZPG-899,2024-01-31 08:29:45,P08,0
CVA-712,2024-01-31 08:36:42,P08,0
JFS-233,2024-01-31 08:50:10,P07,0
VZL-743,2024-01-31 08:55:25,P08,1
XDK-487,2024-01-31 15:36:42,P04,0
XDK-487,2024-01-31 16:14:42,P05,0
XDK-487,2024-01-31 17:07:42,P06,0
JAH-617,2024-01-31 17:27:17,P07,0
XDK-487,2024-01-31 18:10:42,P08,0
JAH-617,2024-01-31 18:15:17,P08,0
ELD-205,2024-01-31 18:49:46,P07,0
ELD-205,2024-01-31 19:34:46,P08,0
ARH-334,2024-01-31 22:26:02,P01,0
ARH-334,2024-01-31 23:15:02,P02,0
ARH-334,2024-01-31 23:52:02,P03,0
TFV-817,2024-02-01 00:43:10,P07,0
ARH-334,2024-02-01 00:45:02,P07,0
TFV-817,2024-02-01 01:26:10,P08,0
ARH-334,2024-02-01 01:29:02,P08,0
ARH-334,2024-02-01 02:31:02,P05,0
ARH-334,2024-02-01 03:34:02,P06,0
DFA-460,2024-02-01 04:14:55,P01,0
GZE-066,2024-02-01 04:24:05,P03,0
GZE-066,2024-02-01 05:09:05,P09,0
DFA-460,2024-02-01 05:10:55,P02,0
GZE-066,2024-02-01 05:44:05,P10,0
DFA-460,2024-02-01 06:04:55,P03,0
DFA-460,2024-02-01 07:04:55,P07,0
VTN-721,2024-02-01 07:30:21,P04,0
DFA-460,2024-02-01 07:44:55,P08,0
VTN-721,2024-02-01 08:12:21,P07,0
DFA-460,2024-02-01 08:41:55,P05,0
VTN-721,2024-02-01 09:13:21,P09,0
DFA-460,2024-02-01 09:40:55,P06,0
BAS-446,2024-02-01 16:09:42,P04,0
YTN-018,2024-02-01 16:32:26,P04,0
BAS-446,2024-02-01 17:08:42,P07,0
YTN-018,2024-02-01 17:28:26,P05,0
BAS-446,2024-02-01 18:03:42,P09,0
YTN-018,2024-02-01 18:20:26,P06,0
YTN-018,2024-02-01 18:57:26,P08,0
KVT-439,2024-02-01 19:53:45,P04,0
KVT-439,2024-02-01 20:34:45,P07,0
NVG-033,2024-02-01 21:10:15,P03,0
JGU-381,2024-02-01 21:23:43,P03,1
KVT-439,2024-02-01 21:29:45,P09,0
JGU-381,2024-02-01 22:06:43,P09,1
NVG-033,2024-02-01 22:09:15,P09,0
JGU-381,2024-02-01 22:41:43,P10,1
NVG-033,2024-02-01 23:00:15,P10,0
NJC-657,2024-02-02 00:59:22,P03,0
NJC-657,2024-02-02 01:50:22,P09,0
NJC-657,2024-02-02 02:54:22,P10,0
ESV-320,2024-02-02 07:05:58,P01,0
XJK-384,2024-02-02 07:42:17,P01,0
ESV-320,2024-02-02 07:58:58,P02,0
XJK-384,2024-02-02 08:24:17,P02,0
ESV-320,2024-02-02 08:41:58,P03,0
XJK-384,2024-02-02 09:14:17,P03,0
ESV-320,2024-02-02 09:18:58,P07,0
XJK-384,2024-02-02 10:01:17,P07,0
XJK-384,2024-02-02 10:48:17,P08,0
XJK-384,2024-02-02 11:39:17,P05,0
XJK-384,2024-02-02 12:36:17,P06,0
KGT-659,2024-02-02 15:50:39,P07,0
KGT-659,2024-02-02 16:33:39,P08,0
XUN-738,2024-02-02 22:37:54,P07,0
XUN-738,2024-02-02 23:22:54,P08,0
BRH-702,2024-02-02 23:52:54,P04,0
BRH-702,2024-02-03 00:44:54,P05,0
BRH-702,2024-02-03 01:38:54,P06,0
BRH-702,2024-02-03 02:24:54,P08,0
JAM-772,2024-02-03 09:41:37,P01,1
ACE-204,2024-02-03 09:57:16,P01,0
JAM-772,2024-02-03 10:44:37,P02,1
ACE-204,2024-02-03 10:57:16,P02,0
NND-007,2024-02-03 11:18:32,P01,0
YPE-034,2024-02-03 11:26:11,P07,0
ACE-204,2024-02-03 11:33:16,P03,0
JAM-772,2024-02-03 11:42:37,P03,1
NND-007,2024-02-03 12:07:32,P02,0
YPE-034,2024-02-03 12:17:11,P08,0
JAM-772,2024-02-03 12:20:37,P07,1
ACE-204,2024-02-03 12:34:16,P07,0
NND-007,2024-02-03 12:42:32,P03,0
WTG-833,2024-02-03 13:17:13,P07,0
JAM-772,2024-02-03 13:19:37,P08,1
ACE-204,2024-02-03 13:32:16,P08,0
NND-007,2024-02-03 13:46:32,P07,0
JAM-772,2024-02-03 14:14:37,P05,1
WTG-833,2024-02-03 14:21:13,P08,0
NND-007,2024-02-03 14:21:32,P08,0
ACE-204,2024-02-03 14:33:16,P05,0
NND-007,2024-02-03 15:14:32,P05,0
JAM-772,2024-02-03 15:17:37,P06,1
ACE-204,2024-02-03 15:20:16,P06,0
NND-007,2024-02-03 15:51:32,P06,0
KJU-914,2024-02-03 16:39:50,P01,0
KJU-914,2024-02-03 17:38:50,P02,0
KJU-914,2024-02-03 18:36:50,P03,0
KJU-914,2024-02-03 19:18:50,P07,0
BXM-956,2024-02-04 00:23:52,P01,0
JAM-772,2024-02-04 00:44:02,P01,1
BXM-956,2024-02-04 01:24:52,P02,0
JAM-772,2024-02-04 01:41:02,P02,1
BXM-956,2024-02-04 02:12:52,P03,0
JAM-772,2024-02-04 02:32:02,P03,1
BXM-956,2024-02-04 03:04:52,P07,0
JAM-772,2024-02-04 03:32:02,P07,1
BXM-956,2024-02-04 03:58:52,P08,0
JAM-772,2024-02-04 04:14:02,P08,1
BXM-956,2024-02-04 04:39:52,P05,0
BXM-956,2024-02-04 05:16:52,P06,0
JAM-772,2024-02-04 05:17:02,P05,1
SDL-768,2024-02-04 06:04:30,P01,0
JAM-772,2024-02-04 06:17:02,P06,1
SDL-768,2024-02-04 06:39:30,P02,0
SDL-768,2024-02-04 07:14:30,P03,0
SDL-768,2024-02-04 08:13:30,P07,0
SDL-768,2024-02-04 08:57:30,P08,0
SDL-768,2024-02-04 09:53:30,P05,0
SDL-768,2024-02-04 10:37:30,P06,0
REW-912,2024-02-04 15:27:00,P07,0
REW-912,2024-02-04 16:12:00,P08,0
BNF-480,2024-02-04 20:08:07,P07,0
AEZ-995,2024-02-04 20:45:59,P03,0
BNF-480,2024-02-04 21:00:07,P08,0
AEZ-995,2024-02-04 21:21:59,P09,0
AEZ-995,2024-02-04 22:04:59,P10,0
LJB-220,2024-02-04 22:06:33,P07,0
LJB-220,2024-02-04 23:07:33,P08,0
XUN-738,2024-02-05 02:35:49,P07,0
XUN-738,2024-02-05 03:36:49,P08,0
XDK-487,2024-02-05 15:17:22,P07,0
XDK-487,2024-02-05 16:01:22,P08,0
JCW-895,2024-02-05 17:12:25,P01,0
JCW-895,2024-02-05 17:52:25,P02,0
JCW-895,2024-02-05 18:35:25,P03,0
JCW-895,2024-02-05 19:25:25,P07,0
JCW-895,2024-02-05 20:10:25,P08,0
SVD-110,2024-02-05 20:34:16,P04,0
JCW-895,2024-02-05 20:51:25,P05,0
VTN-721,2024-02-05 21:29:33,P07,0
SVD-110,2024-02-05 21:31:16,P05,0
JCW-895,2024-02-05 21:35:25,P06,0
VTN-721,2024-02-05 22:18:33,P08,0
SVD-110,2024-02-05 22:20:16,P06,0
SVD-110,2024-02-05 23:07:16,P08,0
WTG-833,2024-02-05 23:29:51,P01,0
WTG-833,2024-02-06 00:14:51,P02,0
WTG-833,2024-02-06 01:01:51,P03,0
WTG-833,2024-02-06 01:53:51,P07,0
RSX-428,2024-02-06 09:25:11,P01,0
GSS-830,2024-02-06 09:28:00,P03,0
GSS-830,2024-02-06 10:03:00,P09,0
RSX-428,2024-02-06 10:22:11,P02,0
GSS-830,2024-02-06 10:56:00,P10,0
RSX-428,2024-02-06 11:06:11,P03,0
RSX-428,2024-02-06 11:55:11,P07,0
WXZ-021,2024-02-06 18:28:00,P03,0
DYU-919,2024-02-06 18:43:45,P03,1
WXZ-021,2024-02-06 19:15:00,P09,0
DYU-919,2024-02-06 19:40:45,P09,1
WXZ-021,2024-02-06 20:08:00,P10,0
DYU-919,2024-02-06 20:36:45,P10,1
UKE-691,2024-02-07 00:37:19,P01,0
UKE-691,2024-02-07 01:16:19,P02,0
UKE-691,2024-02-07 02:17:19,P03,0
UKE-691,2024-02-07 03:14:19,P07,0
UKE-691,2024-02-07 04:08:19,P08,0
UKE-691,2024-02-07 05:11:19,P05,0
CZH-584,2024-02-07 05:31:02,P01,0
UKE-691,2024-02-07 06:05:19,P06,0
YBK-845,2024-02-07 06:19:26,P01,0
CZH-584,2024-02-07 06:28:02,P02,0
MFB-409,2024-02-07 06:33:35,P01,1
TKT-374,2024-02-07 06:45:31,P03,0
KGJ-687,2024-02-07 06:52:25,P01,0
VCV-363,2024-02-07 06:52:53,P01,0
MMW-968,2024-02-07 07:01:44,P01,0
YBK-845,2024-02-07 07:12:26,P02,0
MFB-409,2024-02-07 07:12:35,P02,1
RYZ-191,2024-02-07 07:25:22,P01,0
VCV-363,2024-02-07 07:27:53,P02,0
CZH-584,2024-02-07 07:28:02,P03,0
TKT-374,2024-02-07 07:30:31,P09,0
KGJ-687,2024-02-07 07:31:25,P02,0
MMW-968,2024-02-07 07:38:44,P02,0
VCV-363,2024-02-07 08:04:53,P03,0
MFB-409,2024-02-07 08:09:35,P03,1
CZH-584,2024-02-07 08:15:02,P07,0
YBK-845,2024-02-07 08:16:26,P03,0
KGJ-687,2024-02-07 08:20:25,P03,0
RYZ-191,2024-02-07 08:25:22,P02,0
TKT-374,2024-02-07 08:33:31,P10,0
MMW-968,2024-02-07 08:36:44,P03,0
MFB-409,2024-02-07 08:50:35,P07,1
VCV-363,2024-02-07 09:04:53,P07,0
KGJ-687,2024-02-07 09:19:25,P07,0
YBK-845,2024-02-07 09:20:26,P07,0
MMW-968,2024-02-07 09:24:44,P07,0
RYZ-191,2024-02-07 09:29:22,P03,0
MFB-409,2024-02-07 09:37:35,P08,1
VCV-363,2024-02-07 09:46:53,P08,0
KGJ-687,2024-02-07 09:55:25,P08,0
MMW-968,2024-02-07 10:22:44,P08,0
YBK-845,2024-02-07 10:23:26,P08,0
VCV-363,2024-02-07 10:24:53,P05,0
RYZ-191,2024-02-07 10:26:22,P07,0
MFB-409,2024-02-07 10:26:35,P05,1
KGJ-687,2024-02-07 10:39:25,P05,0
RYZ-191,2024-02-07 11:07:22,P08,0
MMW-968,2024-02-07 11:10:44,P05,0
MFB-409,2024-02-07 11:11:35,P06,1
YBK-845,2024-02-07 11:14:26,P05,0
VCV-363,2024-02-07 11:14:53,P06,0
KGJ-687,2024-02-07 11:37:25,P06,0
MMW-968,2024-02-07 11:55:44,P06,0
RYZ-191,2024-02-07 11:58:22,P05,0
YBK-845,2024-02-07 12:01:26,P06,0
HPV-506,2024-02-07 12:10:41,P01,0
RYZ-191,2024-02-07 12:44:22,P06,0
HPV-506,2024-02-07 13:13:41,P02,0
HPV-506,2024-02-07 14:07:41,P03,0
HPV-506,2024-02-07 14:47:41,P07,0
DFA-460,2024-02-07 22:29:06,P01,0
DFA-460,2024-02-07 23:09:06,P02,0
DFA-460,2024-02-07 23:53:06,P03,0
DFA-460,2024-02-08 00:54:06,P07,0
YGW-547,2024-02-08 02:26:27,P04,0
YGW-547,2024-02-08 03:05:27,P07,0
YGW-547,2024-02-08 03:58:27,P09,0
VDD-943,2024-02-08 05:03:14,P04,0
URJ-004,2024-02-08 05:36:04,P01,0
VDD-943,2024-02-08 05:42:14,P07,0
URJ-004,2024-02-08 06:23:04,P02,0
VDD-943,2024-02-08 06:34:14,P09,0
BXM-956,2024-02-08 07:09:34,P04,0
ACE-204,2024-02-08 07:13:39,P04,0
URJ-004,2024-02-08 07:20:04,P03,0
JAM-772,2024-02-08 07:33:17,P04,1
BXM-956,2024-02-08 07:46:34,P05,0
ACE-204,2024-02-08 07:55:39,P05,0
